user_id;returned;prediction;probability
61353;1.0;1.0;0.65
48313;0.0;0.0;0.01
36331;0.0;0.0;0.0
12382;1.0;1.0;0.86
38993;0.0;0.0;0.06
73333;0.0;0.0;0.11
61355;0.0;0.0;0.01
24366;0.0;0.0;0.27
73331;0.0;0.0;0.15
61357;0.0;0.0;0.09
24368;1.0;0.0;0.07
61359;1.0;1.0;0.99
85308;0.0;0.0;0.11
85306;1.0;1.0;0.96
24360;0.0;0.0;0.3
87968;0.0;0.0;0.24
85304;0.0;0.0;0.0
75981;0.0;0.0;0.0
24362;0.0;0.0;0.07
87966;0.0;0.0;0.12
85302;0.0;0.0;0.1
75983;0.0;0.0;0.28
24364;0.0;0.0;0.01
87964;1.0;1.0;0.99
85300;1.0;1.0;0.85
75985;0.0;0.0;0.0
48311;0.0;0.0;0.0
36333;0.0;0.0;0.0
12388;0.0;0.0;0.46
87962;1.0;1.0;0.93
38995;0.0;0.0;0.0
75987;0.0;1.0;0.5
36335;0.0;0.0;0.01
12386;0.0;0.0;0.0
87960;0.0;0.0;0.0
38997;0.0;0.0;0.0
75989;0.0;0.0;0.01
36337;0.0;0.0;0.0
38999;0.0;0.0;0.0
36339;0.0;0.0;0.01
48307;0.0;0.0;0.0
73349;1.0;1.0;0.54
61361;0.0;1.0;0.82
48305;0.0;0.0;0.29
38981;0.0;0.0;0.0
73347;0.0;0.0;0.0
61363;1.0;1.0;0.99
48303;1.0;1.0;0.87
12352;0.0;1.0;0.73
38983;1.0;0.0;0.33
73345;0.0;0.0;0.0
61365;1.0;1.0;0.94
48301;0.0;0.0;0.0
36321;0.0;0.0;0.0
12350;1.0;1.0;0.86
26996;0.0;0.0;0.22
73343;0.0;0.0;0.0
61367;0.0;0.0;0.0
24332;0.0;0.0;0.0
26994;1.0;1.0;0.9
73341;1.0;1.0;0.91
61369;1.0;1.0;0.78
24334;0.0;0.0;0.0
24336;0.0;0.0;0.0
26998;0.0;0.0;0.0
48309;0.0;0.0;0.0
24338;1.0;1.0;0.98
26992;0.0;0.0;0.01
85338;1.0;1.0;0.99
87998;0.0;0.0;0.05
26990;0.0;0.0;0.0
85336;0.0;0.0;0.0
24330;0.0;0.0;0.01
87996;0.0;0.0;0.09
38985;0.0;0.0;0.1
85334;0.0;0.0;0.0
36323;0.0;0.0;0.27
12356;0.0;0.0;0.0
87994;1.0;0.0;0.47
38987;0.0;0.0;0.0
85332;0.0;0.0;0.0
36325;0.0;0.0;0.01
12354;1.0;1.0;0.53
87992;0.0;0.0;0.1
38989;1.0;0.0;0.36
85330;0.0;0.0;0.0
36327;0.0;0.0;0.0
87990;0.0;0.0;0.09
36329;0.0;0.0;0.0
12358;0.0;0.0;0.0
61371;0.0;0.0;0.01
73359;0.0;0.0;0.0
61373;0.0;0.0;0.0
12362;0.0;0.0;0.16
73357;1.0;1.0;0.99
61375;0.0;0.0;0.38
12360;0.0;0.0;0.2
38971;0.0;0.0;0.1
73355;0.0;0.0;0.0
61377;0.0;0.0;0.0
24344;0.0;0.0;0.01
73353;0.0;0.0;0.01
61379;0.0;0.0;0.33
24346;0.0;0.0;0.0
73351;0.0;0.0;0.0
24348;0.0;0.0;0.37
36319;0.0;0.0;0.0
85328;0.0;0.0;0.46
85326;0.0;0.0;0.01
24340;0.0;0.0;0.0
87988;0.0;0.0;0.0
85324;0.0;0.0;0.0
24342;0.0;0.0;0.01
87986;0.0;0.0;0.13
85322;0.0;0.0;0.0
36311;1.0;1.0;0.89
12366;0.0;0.0;0.01
87984;0.0;0.0;0.01
38973;0.0;0.0;0.02
85320;0.0;1.0;0.91
36313;0.0;0.0;0.0
12364;0.0;0.0;0.0
87982;1.0;1.0;0.76
38975;0.0;0.0;0.0
36315;0.0;0.0;0.35
87980;0.0;0.0;0.0
38977;0.0;0.0;0.0
36317;0.0;0.0;0.28
12368;1.0;0.0;0.22
38979;1.0;1.0;0.6
61381;0.0;0.0;0.0
24318;0.0;0.0;0.0
61383;0.0;0.0;0.24
14992;0.0;0.0;0.0
73369;0.0;0.0;0.34
61385;1.0;1.0;0.67
12330;1.0;1.0;0.84
38961;0.0;0.0;0.01
14990;1.0;1.0;0.97
73367;0.0;0.0;0.0
61387;1.0;1.0;0.94
26974;0.0;0.0;0.42
73365;0.0;0.0;0.0
61389;1.0;1.0;0.52
24310;1.0;1.0;0.93
26972;1.0;1.0;0.7
73363;1.0;1.0;0.8
24312;1.0;1.0;0.99
26978;1.0;1.0;0.78
73361;1.0;1.0;0.84
24314;0.0;0.0;0.0
26976;0.0;0.0;0.23
24316;1.0;1.0;0.53
36309;1.0;1.0;0.99
26970;1.0;1.0;0.99
85358;1.0;1.0;0.96
38963;0.0;0.0;0.01
14996;1.0;0.0;0.42
85356;0.0;0.0;0.0
36301;0.0;0.0;0.0
12334;1.0;1.0;0.97
38965;0.0;0.0;0.26
14994;0.0;0.0;0.0
85354;1.0;1.0;0.99
36303;0.0;0.0;0.25
12332;0.0;0.0;0.0
38967;0.0;0.0;0.0
85352;1.0;1.0;0.99
36305;0.0;0.0;0.19
12338;1.0;1.0;0.99
38969;1.0;1.0;0.67
14998;0.0;0.0;0.0
85350;0.0;0.0;0.01
36307;0.0;0.0;0.15
12336;0.0;0.0;0.0
61391;1.0;1.0;0.99
61393;0.0;0.0;0.11
61395;0.0;0.0;0.02
12340;0.0;0.0;0.0
73379;0.0;0.0;0.17
61397;1.0;0.0;0.47
73377;1.0;1.0;0.72
61399;1.0;1.0;0.99
24322;0.0;1.0;0.61
26986;0.0;1.0;0.68
73375;0.0;0.0;0.22
24324;1.0;1.0;0.93
26984;1.0;1.0;0.59
73373;0.0;0.0;0.12
24326;1.0;1.0;0.99
73371;0.0;0.0;0.1
24328;0.0;1.0;0.65
26988;1.0;1.0;0.84
38959;0.0;0.0;0.03
85348;0.0;0.0;0.0
26982;0.0;0.0;0.06
85346;0.0;0.0;0.0
24320;1.0;1.0;0.72
26980;0.0;0.0;0.0
85344;0.0;1.0;0.67
12344;0.0;0.0;0.14
38951;1.0;1.0;0.66
85342;0.0;0.0;0.0
12342;0.0;0.0;0.11
38953;0.0;0.0;0.01
85340;0.0;0.0;0.05
12348;1.0;1.0;0.72
38955;0.0;0.0;0.01
12346;0.0;0.0;0.01
38957;0.0;0.0;0.0
51916;1.0;1.0;0.98
51914;0.0;0.0;0.0
51918;1.0;0.0;0.38
63901;1.0;0.0;0.28
63903;0.0;0.0;0.08
51920;0.0;0.0;0.0
51924;0.0;0.0;0.01
51922;0.0;0.0;0.0
51928;0.0;0.0;0.0
51926;0.0;0.0;0.28
63911;1.0;0.0;0.28
63913;0.0;0.0;0.01
63905;1.0;0.0;0.3
63907;0.0;0.0;0.0
63909;0.0;0.0;0.0
51930;1.0;1.0;1.0
51934;0.0;0.0;0.21
51932;0.0;0.0;0.02
75905;0.0;0.0;0.01
51938;0.0;0.0;0.0
75907;0.0;0.0;0.08
51936;1.0;0.0;0.3
75909;0.0;0.0;0.15
63921;0.0;0.0;0.0
63923;1.0;1.0;0.74
63925;0.0;0.0;0.0
63915;0.0;0.0;0.11
63917;0.0;0.0;0.01
63919;1.0;1.0;0.59
51942;0.0;0.0;0.0
75911;0.0;0.0;0.25
51940;0.0;0.0;0.0
75913;0.0;0.0;0.22
51946;1.0;1.0;0.98
75915;1.0;1.0;0.79
51944;0.0;0.0;0.36
51948;1.0;1.0;0.99
63931;1.0;1.0;0.74
63933;0.0;0.0;0.05
63935;0.0;0.0;0.12
63927;1.0;1.0;0.99
48391;0.0;0.0;0.0
3704;0.0;0.0;0.01
63929;0.0;0.0;0.0
3706;0.0;0.0;0.0
3708;0.0;0.0;0.0
51952;0.0;0.0;0.16
48399;0.0;0.0;0.17
51950;0.0;0.0;0.01
48397;0.0;0.0;0.35
75901;1.0;1.0;0.73
51956;0.0;0.0;0.07
48395;0.0;0.0;0.11
3700;0.0;0.0;0.08
75903;0.0;0.0;0.01
51954;0.0;0.0;0.09
48393;0.0;0.0;0.01
3702;0.0;0.0;0.0
75927;0.0;0.0;0.0
75929;0.0;0.0;0.0
51958;1.0;1.0;0.8
48389;0.0;0.0;0.01
63941;1.0;1.0;0.9
63943;0.0;0.0;0.01
63945;0.0;0.0;0.0
87908;0.0;0.0;0.0
63947;0.0;0.0;0.01
87906;1.0;0.0;0.46
87916;0.0;1.0;0.66
63937;0.0;0.0;0.08
3716;0.0;0.0;0.29
87914;1.0;0.0;0.34
63939;1.0;1.0;0.5
3718;0.0;0.0;0.0
87912;0.0;0.0;0.1
51960;0.0;0.0;0.0
87910;0.0;0.0;0.37
75931;0.0;0.0;0.0
51964;0.0;0.0;0.01
48387;0.0;0.0;0.01
75933;0.0;0.0;0.0
51962;0.0;0.0;0.0
48385;0.0;0.0;0.0
3710;1.0;0.0;0.3
75935;1.0;1.0;0.99
51968;0.0;0.0;0.37
48383;1.0;1.0;0.91
3712;1.0;1.0;0.65
75937;0.0;1.0;0.64
51966;1.0;1.0;0.97
48381;0.0;0.0;0.17
3714;1.0;1.0;0.65
36391;0.0;0.0;0.0
75917;0.0;0.0;0.0
36393;0.0;0.0;0.3
75919;0.0;0.0;0.0
36395;1.0;1.0;0.98
48379;1.0;0.0;0.45
36397;1.0;1.0;0.98
63951;0.0;0.0;0.01
63953;0.0;0.0;0.0
63955;1.0;1.0;0.81
63957;0.0;0.0;0.0
63949;0.0;0.0;0.44
3726;1.0;1.0;0.65
87904;0.0;0.0;0.0
3728;0.0;0.0;0.27
87902;0.0;0.0;0.0
51970;0.0;1.0;0.59
87900;1.0;0.0;0.19
51974;0.0;0.0;0.01
48377;0.0;0.0;0.0
36399;0.0;0.0;0.0
75921;0.0;0.0;0.02
51972;0.0;0.0;0.48
48375;1.0;1.0;0.82
3720;0.0;0.0;0.0
75923;0.0;0.0;0.37
51978;0.0;0.0;0.0
48373;1.0;1.0;0.84
3722;0.0;0.0;0.0
75925;0.0;0.0;0.0
51976;1.0;1.0;0.86
48371;1.0;1.0;0.99
3724;0.0;0.0;0.01
75949;1.0;1.0;0.9
36381;0.0;0.0;0.01
36383;1.0;1.0;0.73
48369;1.0;1.0;0.84
36385;1.0;1.0;0.59
63961;1.0;0.0;0.36
48367;0.0;0.0;0.03
36387;0.0;0.0;0.08
63963;0.0;0.0;0.07
61301;0.0;0.0;0.0
24398;0.0;0.0;0.0
63965;0.0;0.0;0.18
61303;0.0;0.0;0.01
63967;0.0;0.0;0.13
61305;0.0;0.0;0.0
63969;1.0;1.0;0.98
87928;1.0;1.0;0.99
61307;0.0;0.0;0.01
87938;0.0;0.0;0.35
63959;1.0;1.0;0.77
24390;0.0;0.0;0.12
3738;1.0;1.0;0.99
87936;1.0;0.0;0.47
24392;0.0;0.0;0.46
87934;0.0;0.0;0.0
51982;1.0;1.0;0.99
24394;0.0;0.0;0.01
87932;1.0;1.0;0.87
75951;1.0;1.0;0.94
51980;1.0;1.0;0.99
24396;1.0;1.0;0.99
87930;0.0;0.0;0.0
75953;0.0;1.0;0.55
51986;0.0;0.0;0.01
48365;1.0;1.0;0.67
36389;0.0;0.0;0.01
3730;0.0;0.0;0.01
75955;0.0;0.0;0.0
51984;1.0;0.0;0.37
48363;0.0;0.0;0.0
3732;0.0;0.0;0.29
75957;0.0;1.0;0.82
48361;1.0;1.0;0.95
3734;0.0;0.0;0.1
75959;1.0;1.0;0.72
51988;0.0;0.0;0.0
3736;0.0;0.0;0.12
75939;1.0;0.0;0.25
36371;0.0;0.0;0.0
48359;1.0;1.0;0.93
36373;0.0;0.0;0.06
48357;1.0;0.0;0.48
36375;0.0;0.0;0.01
63971;0.0;0.0;0.28
3750;1.0;1.0;0.99
61311;1.0;1.0;0.97
63973;1.0;1.0;0.73
61313;1.0;1.0;0.7
63975;0.0;0.0;0.0
61315;1.0;1.0;0.99
63977;1.0;1.0;0.95
87918;0.0;0.0;0.01
61317;1.0;1.0;0.99
63979;0.0;0.0;0.07
3748;0.0;1.0;0.59
87926;1.0;1.0;0.84
61309;0.0;0.0;0.06
87924;1.0;1.0;0.98
51992;1.0;1.0;0.9
87922;0.0;0.0;0.08
51990;1.0;1.0;0.78
87920;0.0;0.0;0.14
75941;0.0;0.0;0.01
51996;1.0;0.0;0.4
48355;0.0;0.0;0.0
36377;0.0;0.0;0.0
3740;0.0;0.0;0.0
75943;1.0;1.0;0.89
51994;0.0;0.0;0.0
48353;1.0;1.0;0.98
36379;0.0;0.0;0.0
3742;1.0;1.0;0.69
75945;0.0;0.0;0.1
48351;0.0;0.0;0.01
3744;1.0;1.0;0.54
75947;0.0;0.0;0.0
51998;0.0;0.0;0.0
3746;0.0;0.0;0.44
3760;0.0;0.0;0.11
3752;1.0;1.0;0.76
3754;0.0;0.0;0.38
3756;0.0;0.0;0.0
3758;0.0;0.0;0.02
3770;0.0;0.0;0.0
3772;1.0;1.0;0.66
1110;1.0;1.0;0.99
1106;0.0;0.0;0.09
1104;0.0;0.0;0.17
1102;1.0;1.0;0.87
1100;0.0;0.0;0.01
3762;0.0;0.0;0.06
3764;0.0;0.0;0.01
3766;1.0;0.0;0.46
3768;0.0;0.0;0.38
1108;0.0;0.0;0.27
3780;1.0;0.0;0.47
3782;1.0;1.0;0.59
1120;0.0;0.0;0.05
1118;1.0;1.0;0.99
1116;0.0;0.0;0.0
1114;0.0;0.0;0.1
1112;0.0;0.0;0.06
3774;0.0;0.0;0.0
3776;0.0;0.0;0.0
3778;0.0;0.0;0.0
3790;0.0;0.0;0.01
3792;0.0;0.0;0.01
3794;1.0;1.0;0.99
1132;1.0;1.0;0.99
1130;0.0;0.0;0.23
1128;0.0;0.0;0.13
1126;0.0;0.0;0.01
1124;0.0;0.0;0.0
1122;0.0;0.0;0.0
3784;1.0;1.0;0.99
3786;1.0;1.0;0.98
3788;0.0;0.0;0.19
1142;0.0;0.0;0.0
1140;0.0;0.0;0.0
1138;0.0;0.0;0.02
1136;0.0;0.0;0.02
1134;0.0;0.0;0.01
3796;1.0;1.0;0.61
3798;1.0;1.0;0.98
1154;1.0;1.0;0.96
1152;1.0;1.0;0.65
1150;0.0;0.0;0.0
1148;0.0;1.0;0.95
1146;0.0;0.0;0.0
1144;0.0;0.0;0.01
1164;0.0;0.0;0.01
1162;1.0;1.0;0.81
1160;1.0;1.0;0.99
1158;0.0;0.0;0.11
1156;0.0;0.0;0.3
1176;0.0;0.0;0.0
1174;0.0;0.0;0.0
1172;0.0;0.0;0.28
1170;1.0;1.0;0.89
1168;0.0;0.0;0.0
1166;0.0;0.0;0.01
85490;0.0;0.0;0.09
48505;0.0;0.0;0.0
24538;0.0;0.0;0.01
48503;0.0;0.0;0.01
48501;0.0;0.0;0.01
12550;1.0;1.0;0.9
24530;1.0;0.0;0.09
1186;0.0;0.0;0.33
24532;1.0;1.0;0.96
1184;0.0;0.0;0.0
48509;0.0;0.0;0.01
24534;0.0;0.0;0.13
1182;0.0;0.0;0.36
48507;0.0;0.0;0.3
24536;0.0;0.0;0.01
1180;0.0;0.0;0.07
36529;1.0;0.0;0.14
1178;0.0;0.0;0.12
85498;0.0;0.0;0.38
36521;0.0;0.0;0.12
12554;0.0;0.0;0.3
85496;1.0;1.0;0.53
36523;0.0;0.0;0.0
12552;0.0;0.0;0.37
85494;0.0;0.0;0.01
36525;0.0;0.0;0.0
12558;1.0;1.0;0.98
85492;0.0;0.0;0.0
36527;0.0;0.0;0.0
12556;1.0;1.0;0.99
1190;0.0;0.0;0.01
85480;0.0;0.0;0.01
12560;1.0;0.0;0.19
24542;1.0;1.0;0.7
1198;0.0;0.0;0.0
24544;1.0;1.0;0.98
1196;1.0;1.0;0.65
24546;0.0;0.0;0.0
1194;0.0;0.0;0.0
24548;1.0;1.0;0.73
1192;0.0;0.0;0.0
36517;0.0;0.0;0.0
36519;0.0;0.0;0.21
24540;0.0;1.0;0.72
1188;1.0;1.0;0.98
12564;1.0;0.0;0.32
85488;1.0;1.0;0.9
36511;0.0;0.0;0.0
12562;1.0;1.0;0.95
85486;1.0;1.0;0.99
36513;0.0;0.0;0.05
12568;0.0;0.0;0.09
85484;0.0;0.0;0.25
36515;0.0;0.0;0.03
12566;0.0;1.0;0.79
85482;0.0;0.0;0.29
24516;1.0;1.0;0.99
24518;0.0;0.0;0.0
24510;1.0;1.0;0.55
24512;0.0;0.0;0.0
24514;0.0;0.0;0.47
36507;0.0;0.0;0.01
36509;1.0;1.0;0.98
12538;1.0;0.0;0.15
12532;0.0;0.0;0.12
36501;1.0;1.0;0.89
12530;1.0;1.0;0.57
36503;0.0;0.0;0.09
12536;0.0;0.0;0.15
36505;1.0;0.0;0.28
12534;0.0;0.0;0.01
24528;0.0;0.0;0.0
24520;0.0;0.0;0.0
24522;1.0;1.0;0.99
24524;0.0;0.0;0.0
24526;0.0;0.0;0.0
12548;0.0;0.0;0.01
12542;0.0;0.0;0.01
12540;1.0;1.0;0.99
12546;0.0;0.0;0.0
12544;0.0;0.0;0.0
12518;1.0;1.0;0.86
12516;0.0;0.0;0.36
12510;1.0;1.0;0.79
12514;0.0;0.0;0.0
12512;0.0;0.0;0.14
24506;0.0;0.0;0.41
24508;0.0;0.0;0.0
24500;0.0;0.0;0.2
24502;0.0;0.0;0.01
24504;0.0;0.0;0.0
12528;1.0;1.0;0.81
12526;0.0;0.0;0.0
12520;1.0;0.0;0.13
12524;0.0;0.0;0.01
12522;0.0;0.0;0.14
12506;0.0;0.0;0.01
12504;0.0;0.0;0.01
12508;0.0;0.0;0.23
12502;1.0;1.0;0.91
12500;1.0;1.0;0.99
73429;0.0;1.0;0.73
73427;0.0;1.0;0.9
36481;0.0;0.0;0.0
73425;1.0;0.0;0.05
48469;0.0;0.0;0.0
36483;0.0;0.0;0.0
73423;1.0;0.0;0.4
61441;0.0;0.0;0.36
48467;0.0;0.0;0.3
36485;1.0;1.0;0.92
73421;0.0;0.0;0.08
61443;0.0;0.0;0.09
24498;0.0;0.0;0.0
61445;0.0;0.0;0.0
61447;0.0;0.0;0.38
61449;1.0;0.0;0.33
85418;0.0;0.0;0.01
24490;0.0;0.0;0.0
85416;0.0;0.0;0.01
24492;0.0;0.0;0.0
85414;0.0;0.0;0.0
24494;0.0;0.0;0.01
85412;1.0;1.0;0.61
24496;0.0;0.0;0.0
85410;0.0;0.0;0.0
48465;0.0;1.0;0.62
36487;0.0;0.0;0.47
48463;0.0;0.0;0.0
36489;0.0;0.0;0.07
48461;0.0;0.0;0.3
73419;0.0;0.0;0.26
10;0.0;0.0;0.0
73439;0.0;0.0;0.21
12;1.0;1.0;0.99
73437;1.0;1.0;0.97
48459;0.0;0.0;0.01
36471;0.0;0.0;0.0
14;0.0;0.0;0.01
