Date and time	Latitude	Longitude	Speed (km/h)	Altitude (m)
2016/03/19      13:45:43	43.137675	-116.675893	0.20	1526.00
2016/03/19      13:45:48	43.137678	-116.675892	0.20	1525.00
2016/03/19      13:45:53	43.137682	-116.675887	0.10	1523.00
2016/03/19      13:45:58	43.137685	-116.675887	0.10	1522.00
2016/03/19      13:46:03	43.137687	-116.675882	0.40	1520.00
2016/03/19      13:46:08	43.137685	-116.675880	0.20	1520.00
2016/03/19      13:46:13	43.137687	-116.675878	0.30	1519.00
2016/03/19      13:46:18	43.137687	-116.675877	0.20	1519.00
2016/03/19      13:46:23	43.137687	-116.675878	0.40	1519.00
2016/03/19      13:46:28	43.137687	-116.675877	0.40	1518.00
2016/03/19      13:46:33	43.137687	-116.675878	0.20	1518.00
2016/03/19      13:46:38	43.137687	-116.675878	0.30	1517.00
2016/03/19      13:46:43	43.137683	-116.675878	0.20	1516.00
2016/03/19      13:46:48	43.137682	-116.675880	0.20	1516.00
2016/03/19      13:46:53	43.137682	-116.675880	0.30	1516.00
2016/03/19      13:46:58	43.137680	-116.675882	0.10	1516.00
2016/03/19      13:47:03	43.137680	-116.675883	0.20	1516.00
2016/03/19      13:47:08	43.137680	-116.675887	0.20	1516.00
2016/03/19      13:47:13	43.137680	-116.675888	0.30	1516.00
2016/03/19      13:47:18	43.137680	-116.675888	0.20	1516.00
2016/03/19      13:47:23	43.137678	-116.675890	0.30	1518.00
2016/03/19      13:47:28	43.137673	-116.675887	0.30	1523.00
2016/03/19      13:47:33	43.137663	-116.675897	0.20	1530.00
2016/03/19      13:47:38	43.137653	-116.675907	0.30	1535.00
2016/03/19      13:47:43	43.137652	-116.675905	0.30	1537.00
2016/03/19      13:47:48	43.137653	-116.675903	0.10	1538.00
2016/03/19      13:47:53	43.137655	-116.675903	0.40	1538.00
2016/03/19      13:47:58	43.137657	-116.675903	0.30	1538.00
2016/03/19      13:48:03	43.137660	-116.675907	0.10	1537.00
2016/03/19      13:48:08	43.137660	-116.675908	0.30	1535.00
2016/03/19      13:48:13	43.137665	-116.675912	0.00	1534.00
2016/03/19      13:48:18	43.137667	-116.675913	0.30	1532.00
2016/03/19      13:48:23	43.137670	-116.675913	0.10	1531.00
2016/03/19      13:48:28	43.137672	-116.675920	0.10	1530.00
2016/03/19      13:48:33	43.137675	-116.675918	0.40	1528.00
2016/03/19      13:48:38	43.137675	-116.675922	0.10	1526.00
2016/03/19      13:48:43	43.137680	-116.675923	0.30	1525.00
2016/03/19      13:48:48	43.137682	-116.675923	0.10	1524.00
2016/03/19      13:48:53	43.137682	-116.675925	0.40	1524.00
2016/03/19      13:48:58	43.137683	-116.675923	0.30	1522.00
2016/03/19      13:49:03	43.137683	-116.675925	0.20	1522.00
2016/03/19      13:49:08	43.137683	-116.675925	0.40	1521.00
2016/03/19      13:49:13	43.137682	-116.675925	0.20	1521.00
2016/03/19      13:49:18	43.137675	-116.675932	0.40	1523.00
2016/03/19      13:49:23	43.137657	-116.675952	0.30	1530.00
2016/03/19      13:49:28	43.137645	-116.675965	0.20	1534.00
2016/03/19      13:49:33	43.137642	-116.675972	0.30	1537.00
2016/03/19      13:49:38	43.137637	-116.675978	0.20	1538.00
2016/03/19      13:49:43	43.137635	-116.675982	0.40	1539.00
2016/03/19      13:49:48	43.137633	-116.675982	0.20	1539.00
2016/03/19      13:49:53	43.137630	-116.675985	0.30	1540.00
2016/03/19      13:49:58	43.137630	-116.675978	0.30	1541.00
2016/03/19      13:50:03	43.137630	-116.675978	0.20	1542.00
2016/03/19      13:50:08	43.137630	-116.675973	0.30	1542.00
2016/03/19      13:50:14	43.137630	-116.675973	0.20	1543.00
2016/03/19      13:50:19	43.137635	-116.675972	0.40	1542.00
2016/03/19      13:50:24	43.137638	-116.675965	0.20	1541.00
2016/03/19      13:50:29	43.137642	-116.675962	0.20	1540.00
2016/03/19      13:50:34	43.137645	-116.675958	0.30	1538.00
2016/03/19      13:50:39	43.137650	-116.675953	0.20	1537.00
2016/03/19      13:50:44	43.137657	-116.675948	0.30	1534.00
2016/03/19      13:50:49	43.137663	-116.675947	0.20	1530.00
2016/03/19      13:50:54	43.137672	-116.675943	0.30	1527.00
2016/03/19      13:51:00	43.137675	-116.675938	0.30	1527.00
2016/03/19      13:51:06	43.137667	-116.675950	0.20	1534.00
2016/03/19      13:51:11	43.137667	-116.675957	0.20	1535.00
2016/03/19      13:51:16	43.137670	-116.675957	0.30	1534.00
2016/03/19      13:51:21	43.137675	-116.675955	0.30	1532.00
2016/03/19      13:51:26	43.137678	-116.675955	0.20	1531.00
2016/03/19      13:51:31	43.137683	-116.675955	0.30	1528.00
2016/03/19      13:51:36	43.137687	-116.675952	0.30	1526.00
2016/03/19      13:51:41	43.137688	-116.675950	0.20	1524.00
2016/03/19      13:51:46	43.137693	-116.675943	0.40	1522.00
2016/03/19      13:51:51	43.137695	-116.675942	0.30	1520.00
2016/03/19      13:51:56	43.137700	-116.675937	0.20	1518.00
2016/03/19      13:52:01	43.137703	-116.675933	0.30	1516.00
2016/03/19      13:52:06	43.137705	-116.675930	0.20	1514.00
2016/03/19      13:52:11	43.137708	-116.675928	0.30	1513.00
2016/03/19      13:52:16	43.137710	-116.675925	0.20	1512.00
2016/03/19      13:52:21	43.137712	-116.675923	0.20	1512.00
2016/03/19      13:52:26	43.137710	-116.675922	0.30	1511.00
2016/03/19      13:52:31	43.137710	-116.675920	0.10	1512.00
2016/03/19      13:52:36	43.137708	-116.675920	0.40	1513.00
2016/03/19      13:52:41	43.137705	-116.675917	0.10	1514.00
2016/03/19      13:52:46	43.137690	-116.675932	0.40	1523.00
2016/03/19      13:52:51	43.137680	-116.675927	0.50	1528.00
2016/03/19      13:52:56	43.137668	-116.675922	0.40	1536.00
2016/03/19      13:53:01	43.137660	-116.675920	0.60	1541.00
2016/03/19      13:53:06	43.137657	-116.675920	0.30	1544.00
2016/03/19      13:53:11	43.137657	-116.675923	0.50	1546.00
2016/03/19      13:53:16	43.137653	-116.675922	0.30	1547.00
2016/03/19      13:53:21	43.137652	-116.675923	0.40	1548.00
2016/03/19      13:53:26	43.137653	-116.675925	0.50	1549.00
2016/03/19      13:53:31	43.137645	-116.675913	0.30	1549.00
2016/03/19      13:53:36	43.137630	-116.675900	0.40	1549.00
2016/03/19      13:53:41	43.137627	-116.675893	0.10	1548.00
2016/03/19      13:53:46	43.137628	-116.675897	0.30	1548.00
2016/03/19      13:53:51	43.137630	-116.675895	0.40	1547.00
2016/03/19      13:53:56	43.137635	-116.675898	0.10	1547.00
2016/03/19      13:54:01	43.137640	-116.675900	0.40	1546.00
2016/03/19      13:54:06	43.137643	-116.675902	0.30	1545.00
2016/03/19      13:54:11	43.137648	-116.675907	0.30	1545.00
2016/03/19      13:54:16	43.137645	-116.675918	0.20	1548.00
2016/03/19      13:54:21	43.137615	-116.675972	0.30	1563.00
2016/03/19      13:54:26	43.137600	-116.675998	0.40	1573.00
2016/03/19      13:54:31	43.137595	-116.676013	0.30	1578.00
2016/03/19      13:54:36	43.137593	-116.676022	0.20	1580.00
2016/03/19      13:54:41	43.137598	-116.676015	0.30	1576.00
2016/03/19      13:54:46	43.137600	-116.676010	0.30	1573.00
2016/03/19      13:54:51	43.137605	-116.676003	0.40	1572.00
2016/03/19      13:54:56	43.137608	-116.676000	0.20	1571.00
2016/03/19      13:55:01	43.137612	-116.675993	0.40	1569.00
2016/03/19      13:55:06	43.137615	-116.675985	0.30	1566.00
2016/03/19      13:55:11	43.137618	-116.675980	0.30	1564.00
2016/03/19      13:55:16	43.137623	-116.675973	0.40	1562.00
2016/03/19      13:55:21	43.137623	-116.675970	0.30	1560.00
2016/03/19      13:55:26	43.137627	-116.675967	0.30	1559.00
2016/03/19      13:55:31	43.137628	-116.675962	0.20	1558.00
2016/03/19      13:55:36	43.137628	-116.675960	0.30	1557.00
2016/03/19      13:55:41	43.137628	-116.675957	0.30	1556.00
2016/03/19      13:55:46	43.137630	-116.675955	0.10	1555.00
2016/03/19      13:55:51	43.137630	-116.675960	0.30	1554.00
2016/03/19      13:55:56	43.137637	-116.675970	0.30	1551.00
2016/03/19      13:56:01	43.137638	-116.675973	0.40	1549.00
2016/03/19      13:56:06	43.137642	-116.675977	0.20	1548.00
2016/03/19      13:56:11	43.137643	-116.675977	0.50	1547.00
2016/03/19      13:56:16	43.137643	-116.675973	0.20	1546.00
2016/03/19      13:56:21	43.137645	-116.675973	0.20	1546.00
2016/03/19      13:56:26	43.137645	-116.675970	0.40	1546.00
2016/03/19      13:56:31	43.137648	-116.675988	0.30	1555.00
2016/03/19      13:56:36	43.137653	-116.676000	0.40	1561.00
2016/03/19      13:56:41	43.137650	-116.675997	0.20	1562.00
2016/03/19      13:56:46	43.137648	-116.675993	0.40	1562.00
2016/03/19      13:56:51	43.137645	-116.675985	0.50	1561.00
2016/03/19      13:56:56	43.137645	-116.675977	0.20	1559.00
2016/03/19      13:57:01	43.137645	-116.675965	0.50	1555.00
2016/03/19      13:57:06	43.137650	-116.675950	0.40	1551.00
2016/03/19      13:57:11	43.137648	-116.675950	0.50	1551.00
2016/03/19      13:57:16	43.137645	-116.675948	0.30	1552.00
2016/03/19      13:57:21	43.137642	-116.675953	0.30	1554.00
2016/03/19      13:57:26	43.137630	-116.675972	0.20	1561.00
2016/03/19      13:57:31	43.137628	-116.675967	0.30	1561.00
2016/03/19      13:57:36	43.137628	-116.675962	0.30	1560.00
2016/03/19      13:57:41	43.137630	-116.675955	0.30	1558.00
2016/03/19      13:57:46	43.137630	-116.675947	0.30	1556.00
2016/03/19      13:57:51	43.137635	-116.675937	0.40	1552.00
2016/03/19      13:57:56	43.137638	-116.675923	0.40	1547.00
2016/03/19      13:58:01	43.137645	-116.675907	0.60	1541.00
2016/03/19      13:58:06	43.137655	-116.675890	0.50	1535.00
2016/03/19      13:58:11	43.137665	-116.675873	0.70	1528.00
2016/03/19      13:58:16	43.137678	-116.675857	0.70	1521.00
2016/03/19      13:58:21	43.137688	-116.675842	0.60	1514.00
2016/03/19      13:58:26	43.137683	-116.675850	0.60	1517.00
2016/03/19      13:58:31	43.137683	-116.675853	0.30	1518.00
2016/03/19      13:58:36	43.137687	-116.675860	0.30	1520.00
2016/03/19      13:58:41	43.137688	-116.675863	0.20	1522.00
2016/03/19      13:58:46	43.137687	-116.675868	0.20	1523.00
2016/03/19      13:58:51	43.137687	-116.675872	0.30	1525.00
2016/03/19      13:58:56	43.137687	-116.675877	0.20	1526.00
2016/03/19      13:59:01	43.137688	-116.675878	0.30	1526.00
2016/03/19      13:59:06	43.137688	-116.675878	0.30	1526.00
2016/03/19      13:59:11	43.137688	-116.675882	0.40	1526.00
2016/03/19      13:59:16	43.137665	-116.675910	0.30	1538.00
2016/03/19      13:59:21	43.137657	-116.675923	0.40	1543.00
2016/03/19      13:59:26	43.137645	-116.675935	0.20	1548.00
2016/03/19      13:59:31	43.137640	-116.675940	0.30	1550.00
2016/03/19      13:59:36	43.137640	-116.675947	0.30	1552.00
2016/03/19      13:59:41	43.137640	-116.675950	0.30	1553.00
2016/03/19      13:59:46	43.137640	-116.675952	0.30	1552.00
2016/03/19      13:59:51	43.137642	-116.675952	0.30	1552.00
2016/03/19      13:59:56	43.137642	-116.675953	0.20	1551.00
2016/03/19      14:00:01	43.137642	-116.675953	0.30	1551.00
2016/03/19      14:00:06	43.137642	-116.675953	0.20	1550.00
2016/03/19      14:00:11	43.137643	-116.675953	0.40	1550.00
2016/03/19      14:00:16	43.137643	-116.675952	0.30	1549.00
2016/03/19      14:00:21	43.137643	-116.675952	0.20	1548.00
2016/03/19      14:00:26	43.137645	-116.675950	0.40	1548.00
2016/03/19      14:00:31	43.137645	-116.675948	0.20	1547.00
2016/03/19      14:00:36	43.137645	-116.675948	0.40	1547.00
2016/03/19      14:00:41	43.137645	-116.675947	0.20	1546.00
2016/03/19      14:00:46	43.137648	-116.675948	0.30	1546.00
2016/03/19      14:00:51	43.137648	-116.675943	0.40	1546.00
2016/03/19      14:00:56	43.137650	-116.675943	0.20	1545.00
2016/03/19      14:01:01	43.137653	-116.675938	0.40	1543.00
2016/03/19      14:01:06	43.137655	-116.675933	0.20	1542.00
2016/03/19      14:01:11	43.137658	-116.675928	0.40	1541.00
2016/03/19      14:01:16	43.137660	-116.675922	0.30	1539.00
2016/03/19      14:01:21	43.137643	-116.675922	3.50	1541.00
2016/03/19      14:01:26	43.137597	-116.675922	3.70	1543.00
2016/03/19      14:01:31	43.137525	-116.675897	11.40	1544.00
2016/03/19      14:01:36	43.137390	-116.675790	11.20	1545.00
2016/03/19      14:01:41	43.137253	-116.675640	13.30	1547.00
2016/03/19      14:01:46	43.137090	-116.675532	16.89	1548.00
2016/03/19      14:01:51	43.136860	-116.675417	21.10	1547.00
2016/03/19      14:01:56	43.136657	-116.675243	13.30	1546.00
2016/03/19      14:02:01	43.136533	-116.675232	12.90	1546.00
2016/03/19      14:02:06	43.136428	-116.675442	12.60	1544.00
2016/03/19      14:02:11	43.136337	-116.675613	10.70	1542.00
2016/03/19      14:02:16	43.136258	-116.675777	11.80	1542.00
2016/03/19      14:02:21	43.136183	-116.675973	13.60	1541.00
2016/03/19      14:02:26	43.136147	-116.676203	12.70	1541.00
2016/03/19      14:02:31	43.136108	-116.676400	10.60	1541.00
2016/03/19      14:02:36	43.136047	-116.676598	14.10	1542.00
2016/03/19      14:02:41	43.136018	-116.676792	10.30	1543.00
2016/03/19      14:02:46	43.135895	-116.676945	13.90	1543.00
2016/03/19      14:02:51	43.135772	-116.677165	17.80	1543.00
2016/03/19      14:02:56	43.135707	-116.677397	8.00	1543.00
2016/03/19      14:03:01	43.135647	-116.677558	10.40	1542.00
2016/03/19      14:03:06	43.135615	-116.677667	4.40	1542.00
2016/03/19      14:03:11	43.135583	-116.677773	7.50	1543.00
2016/03/19      14:03:16	43.135508	-116.677923	10.60	1544.00
2016/03/19      14:03:21	43.135445	-116.677995	6.30	1544.00
2016/03/19      14:03:26	43.135342	-116.678047	10.19	1546.00
2016/03/19      14:03:31	43.135232	-116.678135	9.50	1546.00
2016/03/19      14:03:36	43.135145	-116.678255	8.50	1545.00
2016/03/19      14:03:41	43.135067	-116.678383	11.30	1543.00
2016/03/19      14:03:46	43.134998	-116.678545	10.19	1544.00
2016/03/19      14:03:51	43.134937	-116.678695	9.50	1544.00
2016/03/19      14:03:56	43.134865	-116.678842	10.00	1546.00
2016/03/19      14:04:01	43.134787	-116.678998	11.70	1545.00
2016/03/19      14:04:06	43.134688	-116.679148	11.40	1546.00
2016/03/19      14:04:11	43.134603	-116.679270	8.90	1547.00
2016/03/19      14:04:16	43.134535	-116.679358	6.70	1548.00
2016/03/19      14:04:21	43.134450	-116.679435	10.40	1549.00
2016/03/19      14:04:26	43.134328	-116.679508	9.60	1551.00
2016/03/19      14:04:31	43.134215	-116.679560	8.60	1553.00
2016/03/19      14:04:36	43.134125	-116.679627	8.60	1554.00
2016/03/19      14:04:41	43.134010	-116.679702	11.20	1554.00
2016/03/19      14:04:46	43.133920	-116.679822	8.80	1556.00
2016/03/19      14:04:51	43.133828	-116.679937	12.80	1557.00
2016/03/19      14:04:56	43.133698	-116.680010	7.90	1561.00
2016/03/19      14:05:01	43.133647	-116.680043	6.50	1561.00
2016/03/19      14:05:06	43.133533	-116.680100	12.60	1562.00
2016/03/19      14:05:11	43.133415	-116.680250	9.90	1562.00
2016/03/19      14:05:16	43.133312	-116.680365	9.50	1562.00
2016/03/19      14:05:21	43.133182	-116.680458	13.20	1563.00
2016/03/19      14:05:26	43.132977	-116.680515	13.80	1564.00
2016/03/19      14:05:31	43.132793	-116.680635	15.50	1564.00
2016/03/19      14:05:36	43.132643	-116.680815	12.80	1564.00
2016/03/19      14:05:41	43.132525	-116.680962	12.60	1565.00
2016/03/19      14:05:46	43.132443	-116.681172	15.20	1567.00
2016/03/19      14:05:51	43.132337	-116.681367	16.30	1568.00
2016/03/19      14:05:56	43.132160	-116.681578	19.50	1571.00
2016/03/19      14:06:01	43.132060	-116.681795	11.30	1573.00
2016/03/19      14:06:06	43.132057	-116.682002	13.30	1573.00
2016/03/19      14:06:11	43.131997	-116.682278	19.30	1574.00
2016/03/19      14:06:16	43.131965	-116.682600	17.80	1576.00
2016/03/19      14:06:21	43.131822	-116.682823	18.39	1576.00
2016/03/19      14:06:26	43.131705	-116.683143	21.20	1578.00
2016/03/19      14:06:31	43.131568	-116.683457	21.00	1580.00
2016/03/19      14:06:36	43.131440	-116.683767	19.50	1583.00
2016/03/19      14:06:41	43.131317	-116.684028	16.39	1584.00
2016/03/19      14:06:46	43.131173	-116.684227	14.60	1586.00
2016/03/19      14:06:51	43.131103	-116.684427	13.20	1589.00
2016/03/19      14:06:56	43.131045	-116.684693	19.00	1591.00
2016/03/19      14:07:01	43.130930	-116.684980	18.10	1593.00
2016/03/19      14:07:06	43.130825	-116.685247	18.20	1594.00
2016/03/19      14:07:11	43.130730	-116.685535	19.30	1596.00
2016/03/19      14:07:16	43.130665	-116.685820	14.70	1595.00
2016/03/19      14:07:21	43.130657	-116.686023	10.80	1595.00
2016/03/19      14:07:26	43.130573	-116.686222	14.00	1596.00
2016/03/19      14:07:31	43.130482	-116.686418	14.50	1596.00
2016/03/19      14:07:36	43.130373	-116.686622	14.70	1597.00
2016/03/19      14:07:41	43.130267	-116.686775	11.40	1597.00
2016/03/19      14:07:46	43.130207	-116.686933	10.30	1598.00
2016/03/19      14:07:51	43.130088	-116.687033	8.80	1598.00
2016/03/19      14:07:56	43.130005	-116.687112	7.70	1600.00
2016/03/19      14:08:01	43.129918	-116.687177	8.60	1602.00
2016/03/19      14:08:06	43.129822	-116.687225	9.69	1603.00
2016/03/19      14:08:11	43.129683	-116.687290	11.60	1605.00
2016/03/19      14:08:16	43.129528	-116.687322	13.20	1609.00
2016/03/19      14:08:21	43.129377	-116.687427	12.60	1613.00
2016/03/19      14:08:26	43.129240	-116.687582	14.10	1614.00
2016/03/19      14:08:31	43.129113	-116.687753	13.60	1616.00
2016/03/19      14:08:36	43.128975	-116.687937	17.80	1618.00
2016/03/19      14:08:41	43.128813	-116.688138	12.40	1619.00
2016/03/19      14:08:46	43.128697	-116.688283	14.00	1619.00
2016/03/19      14:08:51	43.128568	-116.688438	12.30	1619.00
2016/03/19      14:08:56	43.128448	-116.688573	12.60	1620.00
2016/03/19      14:09:01	43.128310	-116.688698	13.60	1623.00
2016/03/19      14:09:06	43.128165	-116.688823	13.10	1625.00
2016/03/19      14:09:11	43.128040	-116.688965	12.80	1626.00
2016/03/19      14:09:16	43.127908	-116.689082	13.00	1627.00
2016/03/19      14:09:21	43.127767	-116.689173	13.40	1630.00
2016/03/19      14:09:26	43.127597	-116.689253	14.80	1635.00
2016/03/19      14:09:31	43.127468	-116.689382	8.80	1637.00
2016/03/19      14:09:36	43.127387	-116.689472	9.10	1636.00
2016/03/19      14:09:41	43.127280	-116.689578	11.40	1637.00
2016/03/19      14:09:46	43.127150	-116.689625	10.90	1640.00
2016/03/19      14:09:51	43.127022	-116.689630	7.90	1645.00
2016/03/19      14:09:56	43.126922	-116.689643	8.10	1648.00
2016/03/19      14:10:01	43.126797	-116.689690	11.50	1650.00
2016/03/19      14:10:06	43.126617	-116.689753	14.40	1654.00
2016/03/19      14:10:11	43.126472	-116.689800	9.60	1658.00
2016/03/19      14:10:16	43.126368	-116.689828	7.80	1660.00
2016/03/19      14:10:21	43.126252	-116.689827	11.10	1660.00
2016/03/19      14:10:26	43.126105	-116.689837	12.30	1660.00
2016/03/19      14:10:31	43.125995	-116.689848	6.70	1659.00
2016/03/19      14:10:36	43.125920	-116.689875	4.80	1660.00
2016/03/19      14:10:41	43.125807	-116.689903	11.50	1662.00
2016/03/19      14:10:46	43.125660	-116.689888	12.10	1666.00
2016/03/19      14:10:51	43.125508	-116.689902	12.60	1666.00
2016/03/19      14:10:56	43.125383	-116.689955	9.50	1669.00
2016/03/19      14:11:01	43.125250	-116.689945	12.50	1670.00
2016/03/19      14:11:06	43.125092	-116.689935	13.70	1671.00
2016/03/19      14:11:11	43.124950	-116.689957	5.80	1672.00
2016/03/19      14:11:16	43.124882	-116.689943	8.19	1673.00
2016/03/19      14:11:21	43.124760	-116.689897	11.70	1673.00
2016/03/19      14:11:26	43.124613	-116.689905	10.70	1673.00
2016/03/19      14:11:31	43.124467	-116.689905	13.30	1675.00
2016/03/19      14:11:36	43.124302	-116.689918	13.80	1676.00
2016/03/19      14:11:41	43.124122	-116.689947	13.80	1678.00
2016/03/19      14:11:46	43.123933	-116.690005	15.40	1680.00
2016/03/19      14:11:51	43.123758	-116.690047	11.90	1683.00
2016/03/19      14:11:56	43.123597	-116.690035	16.39	1685.00
2016/03/19      14:12:01	43.123338	-116.690077	24.50	1687.00
2016/03/19      14:12:06	43.123042	-116.690257	26.30	1689.00
2016/03/19      14:12:11	43.122770	-116.690428	20.10	1691.00
2016/03/19      14:12:16	43.122535	-116.690503	20.20	1693.00
2016/03/19      14:12:21	43.122253	-116.690540	22.50	1696.00
2016/03/19      14:12:26	43.121987	-116.690572	19.39	1701.00
2016/03/19      14:12:31	43.121712	-116.690573	24.60	1704.00
2016/03/19      14:12:36	43.121448	-116.690723	21.30	1707.00
2016/03/19      14:12:41	43.121223	-116.690872	20.20	1708.00
2016/03/19      14:12:46	43.121022	-116.691067	22.20	1710.00
2016/03/19      14:12:51	43.120910	-116.691417	26.40	1711.00
2016/03/19      14:12:56	43.121082	-116.691895	31.90	1714.00
2016/03/19      14:13:01	43.120983	-116.692400	33.79	1718.00
2016/03/19      14:13:06	43.120758	-116.692777	22.70	1722.00
2016/03/19      14:13:11	43.120503	-116.692880	22.10	1725.00
2016/03/19      14:13:16	43.120313	-116.692630	20.00	1728.00
2016/03/19      14:13:21	43.120118	-116.692387	22.90	1730.00
2016/03/19      14:13:26	43.119877	-116.692257	16.89	1730.00
2016/03/19      14:13:31	43.119720	-116.692138	13.00	1729.00
2016/03/19      14:13:36	43.119553	-116.692043	14.90	1729.00
2016/03/19      14:13:41	43.119357	-116.692030	13.80	1729.00
2016/03/19      14:13:46	43.119168	-116.692038	16.20	1733.00
2016/03/19      14:13:51	43.118943	-116.692052	18.00	1734.00
2016/03/19      14:13:56	43.118725	-116.692062	17.10	1734.00
2016/03/19      14:14:01	43.118495	-116.692070	17.39	1735.00
2016/03/19      14:14:06	43.118255	-116.692068	22.70	1737.00
2016/03/19      14:14:11	43.117977	-116.692070	19.70	1738.00
2016/03/19      14:14:16	43.117748	-116.692085	19.50	1741.00
2016/03/19      14:14:21	43.117518	-116.692117	16.00	1745.00
2016/03/19      14:14:26	43.117298	-116.692075	26.50	1747.00
2016/03/19      14:14:31	43.116952	-116.691837	32.29	1747.00
2016/03/19      14:14:36	43.116632	-116.691702	22.60	1746.00
2016/03/19      14:14:41	43.116427	-116.691565	16.80	1745.00
2016/03/19      14:14:46	43.116332	-116.691437	8.60	1745.00
2016/03/19      14:14:51	43.116197	-116.691308	16.70	1744.00
2016/03/19      14:14:56	43.116042	-116.691177	6.90	1744.00
2016/03/19      14:15:01	43.116023	-116.691145	0.30	1744.00
2016/03/19      14:15:06	43.116023	-116.691148	0.20	1746.00
2016/03/19      14:15:11	43.116065	-116.691045	11.00	1747.00
2016/03/19      14:15:16	43.116185	-116.690865	19.00	1746.00
2016/03/19      14:15:21	43.116332	-116.690705	13.10	1744.00
2016/03/19      14:15:26	43.116485	-116.690595	16.70	1741.00
2016/03/19      14:15:31	43.116557	-116.690347	6.30	1738.00
2016/03/19      14:15:36	43.116560	-116.690312	8.40	1735.00
2016/03/19      14:15:41	43.116570	-116.690075	14.90	1732.00
2016/03/19      14:15:46	43.116665	-116.689820	17.89	1730.00
2016/03/19      14:15:51	43.116780	-116.689562	17.70	1727.00
2016/03/19      14:15:56	43.116887	-116.689245	22.70	1726.00
2016/03/19      14:16:01	43.116842	-116.688970	14.00	1725.00
2016/03/19      14:16:06	43.116682	-116.688975	14.10	1723.00
2016/03/19      14:16:11	43.116465	-116.689163	25.00	1719.00
2016/03/19      14:16:16	43.116167	-116.689392	27.60	1715.00
2016/03/19      14:16:21	43.115858	-116.689620	28.60	1712.00
2016/03/19      14:16:26	43.115515	-116.689813	27.10	1709.00
2016/03/19      14:16:31	43.115325	-116.689952	12.80	1707.00
2016/03/19      14:16:36	43.115128	-116.690055	19.60	1705.00
2016/03/19      14:16:41	43.114935	-116.690163	16.60	1702.00
2016/03/19      14:16:46	43.114768	-116.690287	12.90	1699.00
2016/03/19      14:16:51	43.114628	-116.690373	13.30	1697.00
2016/03/19      14:16:56	43.114473	-116.690407	13.30	1694.00
2016/03/19      14:17:01	43.114290	-116.690442	15.50	1691.00
2016/03/19      14:17:06	43.114128	-116.690462	9.80	1687.00
2016/03/19      14:17:11	43.113997	-116.690522	10.30	1685.00
2016/03/19      14:17:16	43.113893	-116.690625	11.00	1682.00
2016/03/19      14:17:21	43.113797	-116.690752	9.80	1679.00
2016/03/19      14:17:26	43.113713	-116.690840	6.70	1677.00
2016/03/19      14:17:31	43.113627	-116.690863	6.60	1675.00
2016/03/19      14:17:36	43.113537	-116.690898	8.80	1673.00
2016/03/19      14:17:41	43.113455	-116.690938	8.00	1671.00
2016/03/19      14:17:46	43.113355	-116.690947	7.50	1669.00
2016/03/19      14:17:51	43.113267	-116.690968	4.70	1668.00
2016/03/19      14:17:56	43.113252	-116.690980	0.30	1668.00
2016/03/19      14:18:01	43.113212	-116.691022	9.00	1667.00
2016/03/19      14:18:06	43.113082	-116.690998	13.00	1666.00
2016/03/19      14:18:11	43.112952	-116.690837	13.40	1665.00
2016/03/19      14:18:16	43.112830	-116.690667	16.50	1664.00
2016/03/19      14:18:21	43.112645	-116.690472	19.00	1663.00
2016/03/19      14:18:26	43.112472	-116.690285	18.20	1661.00
2016/03/19      14:18:31	43.112288	-116.690077	20.60	1659.00
2016/03/19      14:18:36	43.112035	-116.689915	22.70	1657.00
2016/03/19      14:18:41	43.111772	-116.689857	18.89	1656.00
2016/03/19      14:18:46	43.111552	-116.689927	16.60	1655.00
2016/03/19      14:18:51	43.111375	-116.690063	15.10	1654.00
2016/03/19      14:18:56	43.111188	-116.690103	14.10	1653.00
2016/03/19      14:19:01	43.111003	-116.690032	18.00	1653.00
2016/03/19      14:19:06	43.110820	-116.689943	11.70	1653.00
2016/03/19      14:19:11	43.110697	-116.689843	12.00	1652.00
2016/03/19      14:19:16	43.110610	-116.689777	4.90	1651.00
2016/03/19      14:19:21	43.110557	-116.689733	4.40	1651.00
2016/03/19      14:19:26	43.110508	-116.689692	4.09	1649.00
2016/03/19      14:19:31	43.110463	-116.689665	4.90	1648.00
2016/03/19      14:19:36	43.110410	-116.689605	6.10	1647.00
2016/03/19      14:19:41	43.110358	-116.689515	7.00	1647.00
2016/03/19      14:19:46	43.110350	-116.689493	0.30	1647.00
2016/03/19      14:19:51	43.110332	-116.689455	7.90	1647.00
2016/03/19      14:19:56	43.110268	-116.689275	11.60	1644.00
2016/03/19      14:20:01	43.110213	-116.689060	15.70	1642.00
2016/03/19      14:20:06	43.110092	-116.688818	18.00	1639.00
2016/03/19      14:20:11	43.109997	-116.688570	15.90	1636.00
2016/03/19      14:20:16	43.109965	-116.688333	13.90	1634.00
2016/03/19      14:20:21	43.109892	-116.688130	11.80	1631.00
2016/03/19      14:20:26	43.109818	-116.687977	12.60	1630.00
2016/03/19      14:20:31	43.109750	-116.687830	7.10	1628.00
2016/03/19      14:20:36	43.109705	-116.687745	5.20	1627.00
2016/03/19      14:20:41	43.109663	-116.687668	9.10	1627.00
2016/03/19      14:20:46	43.109613	-116.687595	9.10	1626.00
2016/03/19      14:20:51	43.109505	-116.687443	12.00	1626.00
2016/03/19      14:20:56	43.109445	-116.687348	5.90	1628.00
